,precision,recall,f1-score,support
0,0.8655913978494624,0.805,0.8341968911917099,1000.0
1,0.9979402677651905,0.969,0.9832572298325722,1000.0
2,0.8291316526610645,0.888,0.8575567358763884,1000.0
3,0.758893280632411,0.96,0.8476821192052979,1000.0
4,0.805607476635514,0.862,0.8328502415458937,1000.0
5,0.9947575360419397,0.759,0.8610323312535451,1000.0
6,0.8383685800604229,0.555,0.6678700361010831,1000.0
7,0.9631760644418872,0.837,0.8956661316211877,1000.0
8,0.8105004101722724,0.988,0.8904912122577737,1000.0
9,0.838135593220339,0.989,0.9073394495412844,1000.0
accuracy,0.8612,0.8612,0.8612,0.8612
macro avg,0.8702102259480504,0.8612,0.8577942378426735,10000.0
weighted avg,0.8702102259480503,0.8612,0.8577942378426736,10000.0
